前大,['前大']
曲剧,['opera derived from ballad singing']
唱腔,['music for voices in a Chinese opera']
曲牌,['the names of the tunes to which qu are composed']
编组,"['marshalling', 'organize into groups', 'gand-up']"
为塔法,['为塔法']
束成,['束成']
自发发射,['spontaneous emission']
游民,"['vagrant', 'vagabond']"
用非,['用非']
场时,['场时']
秦始皇,['First Emperor of Qin']
焚书坑儒,"['burn books and bury the literati in pits', 'burn books and bury Confucian scholars alive', 'burn books and bury alive Confucian scholars']"
英文网,['英文网']
高速行驶,['scorch']
略宽,['略宽']
偎依,"['snuggle up to', 'lean close to']"
鄙夷,"['disdain', 'contempt', 'despise', 'look down upon']"
风骚,['literary excellence']
妖艳,['pretty and coquettish']
太书里,['太书里']
随从,"['retinue', 'suite', 'attendants', 'accompany', 'attend']"
讨人,['讨人']
德班,['Durban']
巡游,['cruise']
热那亚,"['Genoa', 'Genova']"
停靠在,['停靠在']
亚喀巴,['Aqaba']
单宁酸,"['tannin', 'gallotannic acid']"
功放,['power amplifier']
双声道,['dual track']
起转,['run-up']
东南风,['southeaster']
除白,['除白']
珠母,['mother-of-pearl']
贝和黑,['贝和黑']
较小外,['较小外']
种内,['intraspecific']
取喉,['取喉']
厚脸皮,"['thick-skinned', 'cheeky', 'shameless', 'brazen']"
学而,['学而']
首章,['首章']
安徒生,['Andersen']
格林童话,"[""Grimm's Fairy Tales""]"
瞎了眼,['瞎了眼']
火花放电,"['sparkover', 'spark discharge']"
移调,"['transposition', 'transition', 'modulation']"
生活必需,['生活必需']
并条机,['drawing frame']
正往,['正往']
艾曼,"['Hayman', 'Aymen', 'Ayman', 'Eiman', 'Aimin']"
扎瓦赫里,['扎瓦赫里']
稳操,['稳操']
铦,['铦']
振国,['振国']
林芳,['林芳']
基础架构,['infrastructure']
难吃,"['taste bad', 'be unpalatable']"
说好听,['说好听']
别理,['别理']
蜘蛛侠,['Spider-Man']
分析员,['analyst']
拉古,"['Raghu', 'Lacourt']"
茉莉,['jasmine']
晒伤,"['sunburn', 'bark scorch']"
很惨,"['tragic', 'miserable', 'badly']"
管式,['tubular']
普劳迪,['普劳迪']
仪表堂堂,"['noble and dignified', 'a grand air']"
越共,"['Vietcong', 'Vietnam Communist Party']"
摸量,['摸量']
间换,['间换']
恰到好处,"['to the point', ""it's just right""]"
忠义,"['loyalty', 'loyalism']"
整平,"['levelling', 'equalization', 'equating']"
刮铲,['palette knife']
绞车,"['winch', 'windlass', 'wind']"
压辊,"['compression roller', 'expression roll']"
滑轮,['pulley']
某栋,['某栋']
死不悔改,['incorrigible']
魏以,['魏以']
售往,['售往']
牛年,['Year of the Ox (in Chinese zodiac)']
一百岁,['一百岁']
礼拜堂,['church']
吃苦耐劳,['bear hardships and stand hard work']
模建,['模建']
穗型,['ear type']
戛纳,['Cannes']
幻方,['magic square']
布莱克本,['blackburn']
飞虎队,"['flying squad', 'SDU(Special Duties Unit)']"
配线,"['wiring', 'layout']"
西班牙队,"['the Spanish team', 'Spain（运动赛场上指西班牙国家队）']"
浪高仪,['wave height meter']
博主有,['博主有']
私密性,['privacy']
展架,"['display rack', 'display shelf']"
乘列,['乘列']
压模,"['stamper', 'die', 'moulding-die', 'compression moulding', 'press mould']"
改好,['amend']
第二排,['the second row']
邓宁,['Dunning']
开过,['开过']
声优,['voice actor']
两点,"['deuce', 'snake eyes']"
生殖系统,"['genital system', 'reproductive system']"
度规张量,['metric tensor']
引力波,['gravitational wave']
六是,['六是']
网络系统,['network system']
恙虫,"['chigger', 'tsutsugamushi', 'chigger mite', 'Leptus']"
急中生智,['show resourcefulness in an emergency']
退去,['decorporation']
监护人,['guardian']
向本,['向本']
世界之窗,"['window of the world', 'a window on the world']"
张手,['张手']
赒,['赒']
穷乏,"['poverty-stricken', 'destitute']"
马瑟,"['Masser', 'Musser', 'Mathur', 'Mather']"
塞伦,"['Salem', 'cyren']"
多伦多市,['多伦多市']
必访,['必访']
电针,['acusector']
中重度,['moderate-severe']
些须,"['some', 'few', 'a little']"
黯然,"['dejected', 'downcast']"
几番,['几番']
改锥,"['screwdriver', 'bolt driver']"
锤子,['hammer']
达拉,['Noland']
谟,"['plan', 'project']"
景遇,"['circumstances', ""one's lot""]"
耿耿,"['devoted', 'dedicated']"
幽叹,['幽叹']
砥,"['whetstone', 'grinding stone for fine quality']"
凄迷,['forlorn']
会毁,['会毁']
着洋,['着洋']
黒,['黒']
莓,['berry']
来势凶猛,['来势凶猛']
人声,['voice']
藤本植物,"['vine', 'liana']"
零个,['零个']
我唱席,['我唱席']
琳迪翁,['琳迪翁']
全背,['全背']
坝面,['dam facing']
管为,['管为']
钢衬,"['steel lining', 'steel liner']"
坦途,"['highway', 'level road']"
来醒,['来醒']
醒酒,"['sober up', 'dispel the effects of alcohol']"
佩姬湾,['佩姬湾']
幽冥,"['the nether world', 'Spectral（电影名）']"
甚或,"['even', '(go) so far as to', 'so much so that']"
左眼,"['left eye', 'oculus sinister']"
包里,['Pauri']
瑢,['gem ornament']
相告,['相告']
玫瑰园,['rosary']
推回,['retropulsion']
保护伞,"['protective umbrella', 'umbrella']"
电热壶,['electric kettle']
放进来,['放进来']
接触点,['first catch']
组评,['组评']
积分榜,"['scoreboard', 'league table']"
胶粘,"['glue', 'gum', 'glue off']"
星区,['constellation']
技术难题,"['technological problem', 'technical problem']"
冻土,"['frozen earth', 'tjaele', 'merzlota', 'taele']"
火烟,['火烟']
尽染,['尽染']
啼,"['blubber', 'twitter', 'sob', 'crow', 'cry']"
市场导向,"['market-driven', 'market orientation']"
腮腺,['parotid gland']
深叶,['深叶']
剩留,['剩留']
例外情况,"['exceptional case', 'exceptional circumstance', 'exception to']"
久而久之,['as time passes']
花轿,['bridal sedan chair']
光是,['光是']
落荒而逃,"['be defeated and flee', ""as rapidly as one's feet would move""]"
参议会,"['consultative council', 'Provincial Assembly']"
其路,['其路']
直闯,['直闯']
第一辆,['第一辆']
两栖,['amphibious']
见上图,['见上图']
天不绝,['天不绝']
害病,"['be ill (with)', 'fall ill', 'fall sick']"
含气,['含气']
矿泉水,"['alkaline mineral water', 'spring water']"
汇流,"['confluence', 'junction', 'converge', 'flow together', 'sink flow']"
高差,"['dispersion', 'altitude difference']"
宽深,['宽深']
干流,"['main stream', 'trunk stream', 'master stream', 'principal stream']"
弗劳德,"['Froud', 'Fraude', 'Froude']"
数等,['数等']
对内,"['internal', 'domestic', 'at home']"
无氮,['无氮']
粗脂肪,['crude fat （乙醚浸出物）']
学学,['学学']
打枪,"['shoot', 'snap', 'fire with a rifle, pistol etc.']"
深哉,['深哉']
难寻,['难寻']
二步,['二步']
云岩区,['Yunyan District（隶属贵州省贵阳市）']
兰州,['Lanzhou (capital of Gansu Province)']
国芳百,['国芳百']
二老,"['Parents', 'father and mother']"
快客,['Quick']
临走时,['临走时']
十多岁,['teens']
拥吻,"['clinch', 'neck']"
粉饰,"['gloss over', 'sugar up', 'whitewash', 'varnish']"
中射失,['中射失']
水珠,['drop of water']
薄迦,['薄迦']
梵歌,['梵歌']
相见恨晚,"[""regret we didn't meet sooner"", 'It is much to be regretted that we could not meet earlier.', 'regret not to have known sb. before']"
而心,['而心']
不甘,"['unwilling', 'unreconciled to', 'not resigned to', 'will not take it lying down']"
夹钳,"['clamp', 'pincers', 'clamp forceps']"
纱筒,"['spool', 'spindle']"
退绕,['backing-off']
导纱器,"['thread guide', 'yarn guide']"
定义域,['domain of definition']
依法查处,['依法查处']
毫不手软,['毫不手软']
对得起,"['not let sb. down', 'treat sb. fairly', 'be worthy of']"
长眠,"['death', 'die', 'eternallast', 'long] sleep']"
死难者,['死难者']
早场,"['morning show', 'morning performance']"
满满地,['满满地']
身在曹营心在汉,"[""live in the Cao camp but with one's heart in the Han camp"", ""(of one's attitude) stand on one's side apparently but actually on another's""]"
貌合神离,['seemingly in harmony but actually at variance']
欲了解,['欲了解']
肺笛,['肺笛']
霍金斯,['Hawkins']
个人档案,"['personal file', 'person document', 'personal information']"
军事同盟,['military alliance']
基轴,"['basic shaft', 'standard shaft']"
美日韩,['美日韩']
磁压,['magnetic pressure']
欧姆,['Ohm']
激波,"['shock wave', 'impact wave']"
显色性,['color rendering']
首款,['首款']
乾涉,"['interference', 'intervene']"
藉口,"['excuse', 'on the pretext of', 'on the excuse of']"
大好机会,['大好机会']
硅铁,"['ferrosilicon', 'silicoferrite', 'silicon iron']"
硅渣,['硅渣']
锰铁,"['ferromanganese', 'ferromanganese iron']"
蹦极,['Bungee Jumping']
贺幼藏,['贺幼藏']
肩并肩,"['shoulder to shoulder', 'side by side']"
两码,['两码']
嘉年华会,['carnival （谢肉节的英文音意合译）']
仅凭,['just by']
大旋梭,['大旋梭']
埋箱,['埋箱']
压脚,"['presser foot', 'pressure finger']"
迪福,['Defoe']
耶纳斯,['耶纳斯']
澄江县,['澄江县']
育龄妇女,"['woman of childbearing age', 'fertile woman']"
生殖道,['genital tract']
温岭市,['Wenling City']
一幢,['一幢']
楼房,['building']
插卡,"['plug-in card', 'insert a card in the slot']"
微电极,['microelectrode']
可逆性,"['reversibility', 'invertibility', 'reciprocity']"
玩法,['playing method']
预制厂,['factory for prefabrication']
之屋,['之屋']
梁宗,['梁宗']
诗论,['poetics']
夏皮罗,['shapiro']
神权,"['theocracy', 'religious authority', 'rule by divine right']"
孵化器,['incubator']
气固,['gas-solid']
不力,"[""not do one's best"", 'not exert oneself']"
巴尔斯,"['Bars', 'Barrs', 'Bals', 'Vals']"
会合处,"['junction', 'confluction']"
薪给,"['salary', 'pay']"
论件计酬,['payment by the piece']
捂盘,['捂盘']
甚大,['甚大']
雷声大,['雷声大']
雨点小,['雨点小']
鼹鼠,['mole']
丘会,['丘会']
弹劾案,['弹劾案']
齐格勒,['ziegler']
太具,['太具']
刚愎自用,"['self-willed', 'headstrong', 'opinionated']"
诉,"['appeal to', 'complain', 'tell', 'resort to']"
货款,['payment for goods']
夸塔,['夸塔']
两毛,['两毛']
仅当,"['only when', 'only if']"
换行,['line feed']
光敏电阻,"['photoresistance', 'photoconductive resistance', 'LDR(light dependent resistor)']"
窗框,"['window frame', 'sash']"
玫瑰色,['rosiness']
晨曦,['first rays of the morning sun']
抚触,['touching']
名著,"['masterwork', 'chefdoeuvre']"
政治学,"['politics', 'political science']"
当说,['当说']
拍身,['拍身']
乔尔乔内,['乔尔乔内']
补画,['补画']
悔过自新,"['resipiscence', 'repent and make a fresh start']"
松材,['松材']
萎蔫,"['wilting', 'withering']"
木在,['木在']
林内,"['Linne', 'Rinne']"
波松,['波松']
二项分布,['binomial distribution']
阿隆佐,['阿隆佐']
莫宁谈,['莫宁谈']
哈达威,['哈达威']
一九,['一九']
第一架,['第一架']
怀特兄弟,['怀特兄弟']
翱翔天际,['翱翔天际']
牛头,"['tauren', 'ox-head', 'cow head']"
放逐,"['exile', 'banish', 'send into exile']"
天刚,['天刚']
蒙蒙亮,"['daybreak', 'first glimmer of dawn']"
令人咋舌,"[""take one's breath away"", 'make one speechless']"
佣人,"['servant', 'domestic', 'cook-general']"
视音频,['视音频']
位库,['位库']
田口,['Taguchi']
水刀髓,['水刀髓']
核切,['核切']
浸式,['浸式']
哈宝,['哈宝']
茧层,['cocoon shell']
蚕丝,"['silk', 'natural silk']"
丝素,['fibroin']
俗话,"['common saying', 'proverb', 'adage', 'popular saying']"
投胎,"['reincarnation', 'be reincarnated in a new body']"
基因簇,['gene cluster']
毒力,"['virulence', 'toxicity', 'tox']"
名实,['concept and entity']
不修边幅,"['slovenly', 'be slovenly']"
别动队,"['commando', 'special detachment', 'an armed secret agent squad']"
血海,['a sea of blood']
世仇,['family feud']
装作,"['pretend', 'feign']"
冰下,['冰下']
亨曼,['亨曼']
特松加,['Jo-Wilfried Tsonga']
青函,['青函']
上爬,"['swash', 'run-up uprush']"
波塞,"['Pose', 'Posse']"
顿人,['顿人']
弥漫着,"['fill with', 'full of', 'suffuse sth. with']"
轻灵,"['agility', 'quick and skillful']"
乐声,['musical sounds']
金项链,['gold necklace']
咨讯,['咨讯']
切望,['on tiptoe']
大石头,['boulder']
小潭,['小潭']
泉井,['artesian well']
未成年,"['nonage', 'under age']"
睾丸素,['testosterone']
猛长,['猛长']
改水,['water improvement']
饮食卫生,['dietetic hygiene']
枯树,"['withered tree', 'dead tree', 'decayed tree']"
霍克尼,['霍克尼']
这酒,['这酒']
真甜,['真甜']
债务国,['debtor nation']
谦逊,['modesty']
为次,['为次']
婚礼庆典,['婚礼庆典']
朗伯,['lambert']
漫,"['free', 'unrestrained', 'inundate', 'all over the place', 'brim over']"
互生,['alternation']
披针,['披针']
多维度,['multiple dimensions']
李国桥,['李国桥']
十分重视,['attach importance to']
撒霜如,['撒霜如']
炉灰,"['breeze', 'stove ash']"
欧尚,['Auchan（公司名）']
武戏,['武戏']
英雄人物,"['demigod', 'heroic figure']"
武将,"['General', 'military officer']"
足智多谋,"['resourcefulness', 'resourceful', 'be full of resources', ""have one's wits about one""]"
叛臣,['叛臣']
逆贼,"['renegade', 'traitor', 'rebel']"
反流性,['反流性']
侮辱性,"['insulting', 'offensive', 'humiliating']"
如僮,['如僮']
僮,"['a surname', 'the Zhuang nationality']"
吿,['吿']
壁灯,['wall lamp']
法王,['prince of Dharma']
七十八岁,['七十八岁']
科普特,['科普特']
封信中,['封信中']
船名,['ships name']
在线点播,['on-line player']
定位仪,"['position indicator', 'position finder']"
频密,['频密']
人马座,['Sagittarius']
星夜,"['starlit night', 'a starry night']"
瞅,['look at']
郑先生,['Mr. Zheng']
捞回,['捞回']
包肥,['包肥']
排好序,['排好序']
四叶,['四叶']
中阵,['中阵']
波束,"['beam', 'wave beam', 'wave packet']"
凉水,"['cold water', 'unboiled water']"
弗里,['Foley']
热情接待,"['warm reception', 'roll out the welcome mat']"
有外,['有外']
基膜,"['basilemma', 'inophragma', 'basement-membrane']"
桥粒,"['desmosome', 'bridge corpuscle']"
哈西,['哈西']
这书念,['这书念']
语言美,['beauty of language']
红黑,['reddish black']
白三色,['白三色']
美能达,['Minolta']
色度计,['colorimeter']
慢光,['慢光']
全光,['full gloss']
铁定,"['ironclad', 'fixed']"
叶块,['叶块']
或远,['或远']
可干,['可干']
咖啡杯,['coffee cup']
勾引,"['seduce', 'tempt', 'entice', 'vamp', 'cajole']"
酒酿,['fermented glutinous rice']
台式机,"['desktop', 'desktop computer']"
百胜,['Yum']
艾达康,['艾达康']
三无,['三无']
有界,['bounded']
卡博尔,['卡博尔']
伯纳斯,['Berners']
李用,['李用']
热浪,"['heat wave', 'hot wave', 'warm wave']"
扁盾,['扁盾']
吕布,['Lv Bu（人名）']
还贷,['repay']
官僚机构,['bureaucracy']
潘克,"['Pank', 'Pink']"
交通信号,['traffic signal']
低平,['flatness']
鼻根,"['nasion', 'radix nasi', 'root of nose']"
偏下,['偏下']
隆鼻,['hump nose']
净额,['net amount']
光光,"['bare', 'bright', 'smooth', 'naked']"
单目,['monocular']
折算,"['corrected', 'amortized', 'convert', 'amortized computation']"
齿圈,"['gear ring', 'geared ring', 'tooth ring']"
塔鲁丁诺,['塔鲁丁诺']
斯摩棱斯克,['smolensk']
小批,"['sublots', 'job lot']"
玄学,"['metaphysics', 'a philosophical sect in the Wei and Jin dynasties']"
庄学,['庄学']
盖尔人,['Gael']
盖尔语,['Gaelic']
剖而成,['剖而成']
算不得,['算不得']
动物群,"['fauna', 'mob']"
登图,['登图']
子宫颈癌,"['cervical cancer', 'carcinoma of uterine cervix']"
重大损失,['heavy losses']
滴答,"['ticktack', 'ticktock', 'drip', 'tick']"
麦考林,['Mecox Lane']
之角,['之角']
词素,['morpheme']
同素,"['allotropy', 'homoatomic']"
反序,"['antitone', 'inverted sequence']"
故有,['故有']
青龙,['the God in the East worshipped by the Taoists']
朱雀,['rosefinch']
天之四灵,['天之四灵']
以正,['以正']
宫阙,['imperial palace']
殿阁,['殿阁']
